,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
257,nes,Gargoyle's Quest II The Demon Darkness,"October 17, 1992",none,Capcom,Capcom,Action & Adventure,013388110292,9012,"Before Man ruled the world there were the monsters of Etruria. One such beast - Firebrand the Gargoyle, must act to restore the magic that quickly fades from the Ghoul Realm. Join him on his perilous journey as he looks for the origin of a mysterious dark beam of light. Breathe fire at hideous creatures that hunger for your essence. Dodge magical assaults, deadly traps and cunning opponents that will stop at nothing to protect their ghastly secret! See if you have what it takes to solve riddles while battling for your very life!",https://www.pricecharting.com/game/nes/gargoyle's-quest-ii-the-demon-darkness
258,nes,Gauntlet,"January 1, 1987",Everyone,Tengen,Tengen,Arcade,031763011125,12243,"Journey forth, brave traveler, whether warrior, valkyrie, elf or wizard ye be. Gauntlet lets up to four adventurers explore together as Thor, Thrya, Merlin and Questor, each with unique traits. Thor possesses unmatched strength, while Questor relies on swiftness and agility. Resilient Thyra excels at close-range combat, and Merlin's magic proves powerful from afar. Traverse the darkest of mazes, destroying vile beasts and claiming gold as your reward. Consume food to regain your strength, collect keys to journey deeper into the dungeon, and seek out potions to help you defeat your most powerful foes.",https://www.pricecharting.com/game/nes/gauntlet
259,nes,Gauntlet II,"September 1, 1990",Everyone,Mindscape,Tengen,Action & Adventure,050047104780,9013,"The arcade megahit comes to the NES! Experience all the genuine arcade action, including the original digitized sound and spellbinding graphics. And experience every one of the over 100 arcade mazes complete with all the sorcerous secret rooms, traps, monster generators, transporters, force fields, and villains - it's all straight from the arcades, and it's all here.",https://www.pricecharting.com/game/nes/gauntlet-ii
260,nes,Gemfire,"March 1, 1992",none,Koei,Koei/Inis,Strategy,040198000369,9018,"Long, long ago, four wizards and two sorceresses were sealed in the gems of the crown Gemfire. The crown held magical powers to help the people of Ishmeria, but King Eselred used it to destroy the land! Princess Robyn released the gems from the crown in a brave attempt to stop the destruction. But the king locked her away in a tower. Save Ishmeria before it's too late! Reunite the gems with the crown and set Princess Robyn free!",https://www.pricecharting.com/game/nes/gemfire
261,nes,Genghis Khan,"January 1, 1990",none,Koei,Koei,Strategy,040198000093,12244,"Become Genghis Khan and lead the most fearsome army in the known world. Use your Land of Mongols to build an empire on the bodies of your enemies and the rubble of their conquered cities. With skill, cunning, diplomacy and luck, all of Europe and Asia could be yours. Failure means shame in the eyes of your princess, or even death! Victory on the battlefield requires bold strategy and clever planning. Outmaneuver your opponent with cavalry, lay siege to his castle with archers or even challenge him to a duel. But success also requires brilliant political tactics and a sharp eye for business during times of peace. Genghis Khan is based on actual history and offers a blend of strategy and role playing elements. Make history as you play the great Khan himself or his rivals, Richard the Lionhearted, Emperor Alexious III, or Shogun Minamoto of Japan.",https://www.pricecharting.com/game/nes/genghis-khan
262,nes,George Foreman's KO Boxing,"December 1, 1992",none,Acclaim,Beam Software,Sports,021481107033,9025,"You're ""Big George"" Foreman - the people's champion - and you've got an appetite for big action that only KO boxing can satisfy. It's a full menu of hard-hitting, real-ring action! Take on a roster of heavyweight contenders as you go for the World Championship. Rock your opponents with stinging left-right combos and pound your way to the title with a spectacular ""Big George"" Super Punch, while the computer tracks the action. George Foreman's KO Boxing puts the power of the greatest knockout artist in your hands!",https://www.pricecharting.com/game/nes/george-foreman's-ko-boxing
263,nes,Ghost Lion,"October 1, 1992",none,Kemco,Kemco,RPG,741648002017,9029,"How high are your Hopes? How powerful are your Dreams? How strong is your Courage? You'll need them all to help Maria find her parents in the caverns of the Ghost Lion. Use your magic Bombs, Storms and Thunder wisely against Zombies, Goblins, and Kobold, the monster with the face of a dog. Keep your companions close. Centaur, the half-man, half-horse. Twana, Spirit of the Lamp. And faithful Mojo, the Spirit of the Spear. It's the easiest way to get into role playing. And only the biggest supply of Courage will get you and Maria through!",https://www.pricecharting.com/game/nes/ghost-lion
264,nes,Ghostbusters,"October 1, 1988",Everyone,Activision,Bits Laboratory,Action & Adventure,047875701083,12245,Contents of this game: Ghost-catching gear. One hit song. Slime. Paranormal activity. Ghostbusters headquarters. One Marshmallow Man. Laser stream throws. One ectomobile. One street map. One Temple of Zuul. And a zillion ghosts!,https://www.pricecharting.com/game/nes/ghostbusters
265,nes,Ghostbusters II,"April 1, 1990",Everyone,Activision,Imagineering Inc,Action & Adventure,047875700062,9032,The slime is rising fast... Who ya gonna call? Get your bustin' business back in high gear! Hit the streets in your ectomobile. Clear the courtroom of goblins. Hitch a ride with the Statue of Liberty. And defeat Vigo at the Museum of Art before he rings in a nasty new year!,https://www.pricecharting.com/game/nes/ghostbusters-ii
266,nes,Ghosts 'n Goblins,"November 1, 1986",Everyone,Capcom,Micronics,Platformer,013388110025,11992,"The beautiful princess is kidnapped. Her lover, the Knight in shining armor, armed with five different weapons to fight the enemy, sets out to rescue the beautiful princess. The Knight, aided by your skill, must pass through seven different guarded gates, fighting and destroying demons, dragons, giants and zombies. There are hidden characters, too! Some friends, some foes. Ghosts 'N Goblins is exciting... challenging you and the Knight to rescue the princess, amid great danger, escaping Hades, land of the enemies!",https://www.pricecharting.com/game/nes/ghosts-'n-goblins
267,nes,Ghoul School,"March 1, 1992",Everyone,Electro Brain,Imagineering Inc,Horror,099451041755,9033,"One day Spike O'Hara, a senior from the academic institution of Cool School High found a glowing skull in the local cemetery, a finding that would prove to be a disaster. Spike brought the skull to his teacher and it is from here that our ghostly tale unfolds...The skull ended up being a beacon, a homing device for all the spirits and monsters from the realm of the dead. These ghouls from a land downunder have sort of captured your dream girl Samantha Pompom, the beautiful head cheerleader of the school. She's being held somewhere in the school and you've got to find her. (Everyone before you has failed -- but don't let that discourage you.)",https://www.pricecharting.com/game/nes/ghoul-school
268,nes,G.I. Joe: A Real American Hero,"January 1, 1991",none,Taxan,KID,Action & Adventure,"150115023477,040886111902",12240,"Snake Eyes is one of five characters you will use in your long battle. Receive vital information transmitted from Joe headquarters by General Hawk. Cling to walls while dodging a barrage of enemy fire. Find gun symbols to power up your massive arsenal of weapons. Catch enemy vehicles like the BuzzBoar. Fight the Cobra SeaRay, one of many enemy bosses!",https://www.pricecharting.com/game/nes/gi-joe-a-real-american-hero
269,nes,GI Joe The Atlantis Factor,"March 1, 1992",Everyone,Capcom,KID,Action & Adventure,013388110322,9034,"G.I. Joe's squad of mean, lean combat experts moves into action! Cobra Commander has raised the ancient island of Atlantis from the ocean depths, and is using it as a base. With a nearly indestructible army, and powerful space weapons, the power-crazed Cobra is about to take over the world! Advance through the lethal mazes of Cobra's weapons complex, battling soldiers, gunships, laser orbs, and skin-shredding birds of prey. Infiltrate secret storerooms where Cobra Commander carries out his deadly schemes. At each level, find an ally of even greater strength and skill to join your combat team. At last, face Cobra Commander himself in a treacherous duel for world dominance! This is a fight only G.I. JOE can win!",https://www.pricecharting.com/game/nes/gi-joe-the-atlantis-factor
